   t   ,G_relax
1.3335e+01,6.0946e-02
1.5849e+01,5.2835e-02
1.8836e+01,4.5605e-02
2.2387e+01,3.9217e-02
2.6607e+01,3.3615e-02
3.1623e+01,2.8734e-02
3.7584e+01,2.4503e-02
4.4668e+01,2.0854e-02
5.3088e+01,1.7719e-02
6.3096e+01,1.5033e-02
7.4989e+01,1.2739e-02
8.9125e+01,1.0784e-02
1.0593e+02,9.1216e-03
1.2589e+02,7.7096e-03
1.4962e+02,6.5121e-03
1.7783e+02,5.4977e-03
2.1135e+02,4.6392e-03
2.5119e+02,3.9132e-03
2.9854e+02,3.2998e-03
3.5481e+02,2.7817e-03
4.2170e+02,2.3444e-03
5.0119e+02,1.9754e-03
5.9566e+02,1.6641e-03
7.0795e+02,1.4017e-03
8.4140e+02,1.1805e-03
1.0000e+03,9.9413e-04
